name,smiles
Nortriptyline,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
"33-((3-Amino-3,6-dideoxyhexopyranosyl)oxy)-1,3,4,7,9,11,17,37-octahydroxy-15,16,18-trimethyl-13-oxo-14,39-dioxabicyclo(33.3.1)nonatriaconta-19,21,25,27,29,31-hexaene-36-carboxylic acid",CC1C=CC=CCCC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(C(CCC(CC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
Ofloxacin,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
Prilosec,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC
Ondansetron,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C
Orphenadrine,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C
Oxamniquine,CC(C)NCC1CCC2=CC(=C(C=C2N1)[N+](=O)[O-])CO
Oxaprozin,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3
Oxazepam,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O
2-Hydroxy-4-methoxybenzophenone,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O
Oxybutynin,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O
Oxymetazoline,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C
Oxazolidin,CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3
4-Aminosalicylic Acid,C1=CC(=C(C=C1N)O)C(=O)O
Pamidronic Acid,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O
Pantoprazole,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC
Pargyline,CN(CC#C)CC1=CC=CC=C1
Pemoline,C1=CC=C(C=C1)C2C(=O)N=C(O2)N
Talwin,CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O
Pentobarbital,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC
Pentoxifylline,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C
Perphenazine,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
Phenacemide,C1=CC=C(C=C1)CC(=O)NC(=O)N
Phenazine,C1=CC=C2C(=C1)N=C3C=CC=CC3=N2
Phenindione,C1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O
Phenoxybenzamine,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2
Phentermine,CC(C)(CC1=CC=CC=C1)N
Phenylbutazone,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3
Pindolol,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O
Pioglitazone,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3
Pipobroman,C1CN(CCN1C(=O)CCBr)C(=O)CCBr
Polymyxin B1-d3,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCN)CC2=CC=CC=C2)CC(C)C)CCN)CCN)C(C)O
Polythiazide,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CSCC(F)(F)F
Potassium Chloride,[Cl-].[K+]
Potassium Iodide,[K+].[I-]
Duodote,C[N+]1=CC=CC=C1C=NO
Prazepam,C1CC1CN2C(=O)CN=C(C3=C2C=CC(=C3)Cl)C4=CC=CC=C4
Praziquantel,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2
Prilocaine,CCCNC(C)C(=O)NC1=CC=CC=C1C
Primaquine,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2
Primidone,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2
Probenecid,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O
Probucol,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C
Procainamide,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N
Procaine,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N
Prochlorperazine,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl
Procyclidine,C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O
Promethazine,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C
Propafenone,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O
Proparacaine,CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N
Propofol,CC(C)C1=C(C(=CC=C1)C(C)C)O
Propyliodone,CCCOC(=O)CN1C=C(C(=O)C(=C1)I)I
Protriptyline,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13
Pyridostigmine,C[N+]1=CC=CC(=C1)OC(=O)N(C)C
Pyrimethamine,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl
Quazepam,C1C(=S)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)CC(F)(F)F
Quetiapine,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42
Rabeprazole,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC
Hydroflumethiazide; reserpine,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
Riluzole,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
Risperidone,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
3-[1-(Dimethylamino)ethyl]phenyl ethyl(methyl)carbamate,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C
Rofecoxib,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3
Salmeterol,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O
"9-Methyl-3-oxa-9-azatricyclo(3.3.1.02,4)nonan-7-yl tropate",CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4
Sevoflurane,C(OC(C(F)(F)F)C(F)(F)F)F
Sulfadiazine,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N
Sodium Chloride,[Na+].[Cl-]
Sodium Fluoride,[F-].[Na+]
Sodium Phenylbutyrate,C1=CC=C(C=C1)CCCC(=O)[O-].[Na+]
Imatinib,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
Vorinostat,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
Succinylcholine,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
Sulconazole,C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl
Sulfabenzamide,C1=CC=C(C=C1)C(=O)NS(=O)(=O)C2=CC=C(C=C2)N
Sulfacetamide,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N
Sulfacytine,CCN1C=CC(=NC1=O)NS(=O)(=O)C2=CC=C(C=C2)N
Sulfamerazine,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N
Sulfameter,COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N
Sulfamethizole,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N
Sulfamethoxazole,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N
Sulfanilamide,C1=CC(=CC=C1N)S(=O)(=O)N
Sulfaphenazole,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N
Sulfapyridine,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N
Sulfinpyrazone,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4
Sulfisoxazole,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N
Sumatriptan,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C
Suprofen,CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O
Gatifloxacin,CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F
Tazarotene,CCOC(=O)C1=CN=C(C=C1)C#CC2=CC3=C(C=C2)SCCC3(C)C
Temazepam,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3
Temozolomide,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N
Terazosin,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC
Terbutaline,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O
Tetracaine,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C
(+-)-Tetrahydrozoline,C1CC(C2=CC=CC=C2C1)C3=NCCN3
Thalidomide,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O
Thiabendazole,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3
Thiethylperazine,CCSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C
Thioridazine,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC
Thiotepa,C1CN1P(=S)(N2CC2)N3CC3
Tinidazole,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C
Tioconazole,C1=CC(=C(C=C1Cl)Cl)C(CN2C=CN=C2)OCC3=C(SC=C3)Cl
Tiopronin,CC(C(=O)NCC(=O)O)S
Tizanidine,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl
Tolazamide,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2
Tolazoline,C1CN=C(N1)CC2=CC=CC=C2
Tolbutamide,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C
Tolmetin,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O
2-((Dimethylamino)methyl)-1-(3-methoxyphenyl)cyclohexanol,CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O
4-(Aminomethyl)cyclohexanecarboxylic acid,C1CC(CCC1CN)C(=O)O
Tranylcypromine,C1C(C1N)C2=CC=CC=C2
Triamterene,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N
Triazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl
Trichlormethiazide,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)NC(N2)C(Cl)Cl
Triclosan,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl
Triflupromazine,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F
Trimethadione,CC1(C(=O)N(C(=O)O1)C)C
Trimethoprim,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
Trimetrexate,CC1=C(C=CC2=C1C(=NC(=N2)N)N)CNC3=CC(=C(C(=C3)OC)OC)OC
Trimipramine,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C
Trimethylpsoralen,CC1=CC(=O)OC2=C1C=C3C=C(OC3=C2C)C
Troglitazone,CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C
Tropicamide,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2
Vigabatrin,C=CC(CCC(=O)O)N
Zafirlukast,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC
Zaleplon,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C
Zinc Chloride,Cl[Zn]Cl
Zolpidem,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C
Zonisamide,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N
Donepezil Hydrochloride,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC.Cl
Guanidine Hydrochloride,C(=N)(N)N.Cl
Dexamethasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C
Hydrocortisone Acetate,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)O
Cortisone Acetate,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O
Mitomycin C,CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N
Oxyphenonium Bromide,CC[N+](C)(CC)CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O.[Br-]
Meperidine Hydrochloride,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2.Cl
Cortisol,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O
Prednisolone,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O
Estradiol,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O
Reserpine,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
Phentolamine,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O
Sorbitol,C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O
Floxuridine,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)F)CO)O
D-Glucose,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
Piperonyl Butoxide,CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2
Procaine Hydrochloride,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.Cl
(+-)-Isoproterenol hydrochloride,CC(C)NCC(C1=CC(=C(C=C1)O)O)O.Cl
Epinephrine Bitartrate,CNC[C@@H](C1=CC(=C(C=C1)O)O)O.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
Epinephrine,CNC[C@@H](C1=CC(=C(C=C1)O)O)O
Thyroxine,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)O)N
Neostigmine Methylsulfate,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C.COS(=O)(=O)[O-]
Dextroamphetamine Sulfate,C[C@@H](CC1=CC=CC=C1)N.C[C@@H](CC1=CC=CC=C1)N.OS(=O)(=O)O
Dextroamphetamine,C[C@@H](CC1=CC=CC=C1)N
Carbachol,C[N+](C)(C)CCOC(=O)N.[Cl-]
Norethisterone Acetate,CC(=O)O[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C)C#C
Spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]5([C@]4(CC3)C)CCC(=O)O5)C
Prednisolone Acetate,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)O
Pentolinium Tartrate,C[N+]1(CCCC1)CCCCC[N+]2(CCCC2)C.[C@@H]([C@H](C(=O)[O-])O)(C(=O)O)O.[C@@H]([C@H](C(=O)[O-])O)(C(=O)O)O
Penicillamine,CC(C)([C@H](C(=O)O)N)S
Prednisone,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C
Estrone,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O
Fluprednisolone,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)C[C@@H](C4=CC(=O)C=C[C@]34C)F)O
Methylprednisolone Acetate,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)C)O
Oxandrolone,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(COC(=O)C4)C
Dehydroepiandrosterone,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)O)C
Methantheline Bromide,CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13.[Br-]
Promazine Hydrochloride,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31.Cl
Penicillin G Procaine,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C
Idoxuridine,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)I)CO)O
Pilocarpine Hydrochloride,CC[C@H]1[C@H](COC1=O)CC2=CN=CN2C.Cl
Pilocarpine,CC[C@H]1[C@H](COC1=O)CC2=CN=CN2C
"3,4-Diaminopyridine",C1=CN=CC(=C1N)N
Liothyronine,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O
Atropine sulfate,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.OS(=O)(=O)O
Nitrogen mustard hydrochloride,CN(CCCl)CCCl.Cl
Diisopropyl Fluorophosphate,CC(C)OP(=O)(OC(C)C)F
Cantharidin,C[C@@]12[C@H]3CC[C@@H]([C@@]1(C(=O)OC2=O)C)O3
Deoxycorticosterone acetate,CC(=O)OCC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C
Chloramphenicol,C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
L-Glutamine,C(CC(=O)N)[C@@H](C(=O)O)N
Demecarium Bromide,CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC2=CC=CC(=C2)[N+](C)(C)C.[Br-].[Br-]
Ethinylestradiol,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O
Progesterone,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C
Testosterone Propionate,CCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C
Methyltestosterone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C
Testosterone,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C
Promethazine Hydrochloride,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl
Tetrabenazine,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC
Pyridoxine Hydrochloride,CC1=NC=C(C(=C1O)CO)CO.Cl
Cephalothin,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O
Kanamycin,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N
Levodopa,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O
Tolazoline Hydrochloride,C1CN=C(N1)CC2=CC=CC=C2.Cl
Ethylenediaminetetraacetic Acid,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O
Amphetamine Sulfate,CC(CC1=CC=CC=C1)N.CC(CC1=CC=CC=C1)N.OS(=O)(=O)O
L-Tyrosine,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O
Cysteamine,C(CS)N
Acetylcholine Chloride,CC(=O)OCC[N+](C)(C)C.[Cl-]
Cloxacillin,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O
Methylene Blue,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-]
Bretylium Tosylate,CC[N+](C)(C)CC1=CC=CC=C1Br.CC1=CC=C(C=C1)S(=O)(=O)[O-]
Methacholine Chloride,CC(C[N+](C)(C)C)OC(=O)C.[Cl-]
Calcium Acetate,CC(=O)[O-].CC(=O)[O-].[Ca+2]
Diphemanil methyl sulfate,C[N+]1(CCC(=C(C2=CC=CC=C2)C3=CC=CC=C3)CC1)C.COS(=O)(=O)[O-]
Primaquine Diphosphate,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2.OP(=O)(O)O.OP(=O)(O)O
Dibenzyline,CC(COC1=CC=CC=C1)[NH+](CCCl)CC2=CC=CC=C2.[Cl-]
Mebutamate,CCC(C)C(C)(COC(=O)N)COC(=O)N
Colchicine,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC
Gallamine Triethiodide,CC[N+](CC)(CC)CCOC1=C(C(=CC=C1)OCC[N+](CC)(CC)CC)OCC[N+](CC)(CC)CC.[I-].[I-].[I-]
Uracil Mustard,C1=C(C(=O)NC(=O)N1)N(CCCl)CCCl
Oxacillin,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O
Thiamine Hydrochloride,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.Cl.[Cl-]
Fluocinolone Acetonide,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)C[C@@H](C5=CC(=O)C=C[C@@]53C)F)F)O
Triamcinolone Diacetate,CC(=O)OCC(=O)[C@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)OC(=O)C)O
Trisodium citrate,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Na+].[Na+].[Na+]
Norethindrone,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
Norethynodrel,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3CCC(=O)C4
Cycloserine,C1[C@H](C(=O)NO1)N
Chlorpromazine Hydrochloride,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl.Cl
Caffeine Citrate,CN1C=NC2=C1C(=O)N(C(=O)N2C)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
Ampicillin,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C
Mannitol,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O
Cytarabine,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O
Trifluridine,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O
Medroxyprogesterone Acetate,C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C
Isopropamide Iodide,CC(C)[N+](C)(CCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N)C(C)C.[I-]
Mestranol,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)OC
C.I. Direct Blue 14,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C(C=C4C=C3S(=O)(=O)[O-])S(=O)(=O)[O-])N)O)C)N=NC5=C(C6=C(C=C(C=C6C=C5S(=O)(=O)[O-])S(=O)(=O)[O-])N)O.[Na+].[Na+].[Na+].[Na+]
Quinethazone,CCC1NC2=CC(=C(C=C2C(=O)N1)S(=O)(=O)N)Cl
Lidocaine Hydrochloride,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C.Cl
Perfluoropropane,C(C(F)(F)F)(C(F)(F)F)(F)F
Triamcinolone Acetonide,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O
Fluoxymesterone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@]4(C)O)C)O)F
Mepenzolate Bromide,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C.[Br-]
Methsuximide,CC1(CC(=O)N(C1=O)C)C2=CC=CC=C2
Tris(hydroxymethyl)aminomethane,C(C(CO)(CO)N)O
Pantothenic Acid,CC(C)(CO)[C@H](C(=O)NCCC(=O)O)O
Homatropine Methylbromide,C[N+]1(C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O)C.[Br-]
Sulfisoxazole Acetyl,CC1=C(ON=C1C)N(C(=O)C)S(=O)(=O)C2=CC=C(C=C2)N
Cyclizine,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3
Methylprednisolone,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O
Brompheniramine,CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2
Phensuximide,CN1C(=O)CC(C1=O)C2=CC=CC=C2
1-Nitronaphthalene,C1=CC=C2C(=C1)C=CC=C2[N+](=O)[O-]
Penicillin V,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C
Isosorbide Dinitrate,C1[C@H]([C@@H]2[C@H](O1)[C@H](CO2)O[N+](=O)[O-])O[N+](=O)[O-]
delta-Gluconolactone,C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)O
Diethylpropion,CCN(CC)C(C)C(=O)C1=CC=CC=C1
Benzoyl Peroxide,C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2
